v,Bakugo,,,Phy,Cost Per Unit,¥,DPS VALUE,Placement Limit,,Deku,,,Phy,Cost Per Unit,¥,DPS VALUE,Placement Limit,,Endeavor,,,Magic,Cost Per Unit,¥,DPS VALUE,Placement Limit,,Hawks,,,Phy,Cost Per Unit,¥,DPS VALUE,Placement Limit,,Shigaraki,,,Magic,Cost Per Unit,¥,DPS VALUE,Placement Limit,,Veku,,,Phy,Cost Per Unit,¥,DPS VALUE,Placement Limit,,Akeno,,,Magic,Cost Per Unit,¥,DPS VALUE,Placement Limit,,Rias,,,Magic,Cost Per Unit,¥,DPS VALUE,Placement Limit,,Kuneko,,,Phy,Cost Per Unit,¥,DPS VALUE,Placement Limit,,Jin Mori,,,Phy,Cost Per Unit,¥,DPS VALUE,Placement Limit,,Unohana,,,Phy,Cost Per Unit,¥,DPS VALUE,Placement Limit
,,,,,,64050,,4,,,,,,,68850,,4,,,,,,,97000,,3,,,,,,,49200,,4,,,,,,,85100,,3,,,,,,,21000,,5,,,,,,,80000,,3,,,,,,,52050,,3,,,,,,,45300,,5,,,,,,,37250,,4,,,,,,,57800,,3
,Superior 1,,,,,56050,DPS Value,Superior 1 DPS,,Superior 1,,,,,56050,DPS Value,Superior 1 DPS,,Superior 1,,,,,56050,DPS Value,Superior 1 DPS,,Superior 1,,,,,56050,DPS Value,Superior 1 DPS,,Superior 1,,,,,56050,DPS Value,Superior 1 DPS,,Superior 1,,,,,56050,DPS Value,Superior 1 DPS,,Superior 1,,,,,56050,DPS Value,Superior 1 DPS,,Superior 1,,,,,56050,DPS Value,Superior 1 DPS,,Superior 1,,,,,56050,DPS Value,Superior 1 DPS,,Superior 1,,,,,56050,DPS Value,Superior 1 DPS,,Superior 1,,,,,56050,DPS Value,Superior 1 DPS
,Damage,5528,,Damage,118455,56050,342,87744.8,,Damage,6294,,Damage,173736,56050,401,110308.528,,Damage,7288,,Damage,200463,56050,344,100231.56,,Damage,4343,,Damage,62545,56050,314,61772.77985,,Damage,8200,,Damage,98409,56050,377,96221.78133,,Damage,1848,,Damage,26400,56050,233,24444.44444,,Damage,9476,,Damage,189528,56050,219,52646.73333,,Damage,6281,,Damage,86867,56050,185,28955.52,,Damage,7106,,Damage,102623,56050,280,63347.77778,,Damage,7290,,Damage,42523,56050,159,23623.76867,,Damage,4860,,Damage,66822,56050,211,36634.60263
,Range ,25.3,,Range ,46.2,56050,,,,Range ,22.0,,Range ,25.6,56050,,,,Range ,23.1,,Range ,36.3,56050,,,,Range ,28.6,,Range ,44.0,56050,,,,Range ,18.7,,Range ,28.6,56050,,,,Range ,16.5,,Range ,23.1,56050,,,,Range ,19.8,,Range ,35.2,56050,,,,Range ,16.5,,Range ,24.2,56050,,,,Range ,17.6,,Range ,29.7,56050,,,,Range ,16.5,,Range ,33.0,56050,,,,Range ,18.7,,Range ,27.5,56050,,
,SPA,6.3,,SPA,5.4,56050,,,,SPA,5.4,,SPA,6.3,56050,,,,SPA,7.2,,SPA,9.0,56050,,,,SPA,5.4,,SPA,4.1,56050,,,,SPA,5.4,,SPA,6.8,56050,,,,SPA,6.3,,SPA,5.4,56050,,,,SPA,7.2,,SPA,10.8,56050,,,,SPA,5.4,,SPA,9.0,56050,,,,SPA,6.3,,SPA,8.1,56050,,,,SPA,6.3,,SPA,7.2,56050,,,,SPA,7.2,,SPA,8.2,56050,,
,,,,,,64050,,4,,,,,,,68850,,4,,,,,,,97000,,3,,,,,,,49200,,4,,,,,,,85100,,3,,,,,,,21000,,5,,,,,,,80000,,3,,,,,,,52050,,3,,,,,,,45300,,5,,,,,,,37250,,4,,,,,,,57800,,3
,Nimble 3,,,,,56050,DPS Value,Nim3 DPS,,Nimble 3,,,,,56050,DPS Value,Nim3 DPS,,Nimble 3,,,,,56050,DPS Value,Nim3 DPS,,Nimble 3,,,,,56050,DPS Value,Nim3 DPS,,Nimble 3,,,,,56050,DPS Value,Nim3 DPS,,Nimble 3,,,,,56050,DPS Value,Nim3 DPS,,Nimble 3,,,,,56050,DPS Value,Nim3 DPS,,Nimble 3,,,,,56050,DPS Value,Nim3 DPS,,Nimble 3,,,,,56050,DPS Value,Nim3 DPS,,Nimble 3,,,,,56050,DPS Value,Nim3 DPS,,Nimble 3,,,,,56050,DPS Value,Nim3 DPS
,Damage,5025,,Damage,107687,56050,356,91163.42857,,Damage,5722,,Damage,157942,56050,416,114606.2629,,Damage,6625,,Damage,182239,56050,358,104136.6857,,Damage,3949,,Damage,56859,56050,326,64179.51153,,Damage,7454,,Damage,89462,56050,392,99970.6819,,Damage,1680,,Damage,24000,56050,242,25396.8254,,Damage,8615,,Damage,172298,56050,228,54697.90476,,Damage,5710,,Damage,78970,56050,193,30083.65714,,Damage,6460,,Damage,93294,56050,291,65815.87302,,Damage,6627,,Damage,38657,56050,165,24544.17524,,Damage,4418,,Damage,60747,56050,220,38061.92481
,Range ,25.3,,Range ,46.2,56050,,,,Range ,22.0,,Range ,25.6,56050,,,,Range ,23.1,,Range ,36.3,56050,,,,Range ,28.6,,Range ,44.0,56050,,,,Range ,18.7,,Range ,28.6,56050,,,,Range ,16.5,,Range ,23.1,56050,,,,Range ,19.8,,Range ,35.2,56050,,,,Range ,16.5,,Range ,24.2,56050,,,,Range ,17.6,,Range ,29.7,56050,,,,Range ,16.5,,Range ,33.0,56050,,,,Range ,18.7,,Range ,27.5,56050,,
,SPA,5.5,,SPA,4.7,56050,,,,SPA,4.7,,SPA,5.5,56050,,,,SPA,6.3,,SPA,7.9,56050,,,,SPA,4.7,,SPA,3.5,56050,,,,SPA,4.7,,SPA,5.9,56050,,,,SPA,5.5,,SPA,4.7,56050,,,,SPA,6.3,,SPA,9.5,56050,,,,SPA,4.7,,SPA,7.9,56050,,,,SPA,5.5,,SPA,7.1,56050,,,,SPA,5.5,,SPA,6.3,56050,,,,SPA,6.3,,SPA,7.2,56050,,
,,,,,,64050,,4,,,,,,,68850,,4,,,,,,,97000,,3,,,,,,,49200,,4,,,,,,,85100,,3,,,,,,,21000,,5,,,,,,,80000,,3,,,,,,,52050,,3,,,,,,,45300,,5,,,,,,,37250,,4,,,,,,,57800,,3
,Nimble 2,,,,,56050,DPS Value,Nim2 DPS,,Nimble 2,,,,,56050,DPS Value,Nim2 DPS,,Nimble 2,,,,,56050,DPS Value,Nim2 DPS,,Nimble 2,,,,,56050,DPS Value,Nim2 DPS,,Nimble 2,,,,,56050,DPS Value,Nim2 DPS,,Nimble 2,,,,,56050,DPS Value,Nim2 DPS,,Nimble 2,,,,,56050,DPS Value,Nim2 DPS,,Nimble 2,,,,,56050,DPS Value,Nim2 DPS,,Nimble 2,,,,,56050,DPS Value,Nim2 DPS,,Nimble 2,,,,,56050,DPS Value,Nim2 DPS,,Nimble 2,,,,,56050,DPS Value,Nim2 DPS
,Damage,5025,,Damage,107687,56050,337,86235.67568,,Damage,5722,,Damage,157942,56050,394,108411.3297,,Damage,6625,,Damage,182239,56050,339,98507.67568,,Damage,3949,,Damage,56859,56050,308,60710.34875,,Damage,7454,,Damage,89462,56050,370,94566.86126,,Damage,1680,,Damage,24000,56050,229,24024.02402,,Damage,8615,,Damage,172298,56050,216,51741.26126,,Damage,5710,,Damage,78970,56050,182,28457.51351,,Damage,6460,,Damage,93294,56050,275,62258.25826,,Damage,6627,,Damage,38657,56050,156,23217.46306,,Damage,4418,,Damage,60747,56050,208,36004.52347
,Range ,25.3,,Range ,46.2,56050,,,,Range ,22.0,,Range ,25.6,56050,,,,Range ,23.1,,Range ,36.3,56050,,,,Range ,28.6,,Range ,44.0,56050,,,,Range ,18.7,,Range ,28.6,56050,,,,Range ,16.5,,Range ,23.1,56050,,,,Range ,19.8,,Range ,35.2,56050,,,,Range ,16.5,,Range ,24.2,56050,,,,Range ,17.6,,Range ,29.7,56050,,,,Range ,16.5,,Range ,33.0,56050,,,,Range ,18.7,,Range ,27.5,56050,,
,SPA,5.8,,SPA,5.0,56050,,,,SPA,5.0,,SPA,5.8,56050,,,,SPA,6.7,,SPA,8.3,56050,,,,SPA,5.0,,SPA,3.7,56050,,,,SPA,5.0,,SPA,6.2,56050,,,,SPA,5.8,,SPA,5.0,56050,,,,SPA,6.7,,SPA,10.0,56050,,,,SPA,5.0,,SPA,8.3,56050,,,,SPA,5.8,,SPA,7.5,56050,,,,SPA,5.8,,SPA,6.7,56050,,,,SPA,6.7,,SPA,7.6,56050,,
,,,,,,64050,,4,,,,,,,68850,,4,,,,,,,97000,,3,,,,,,,49200,,4,,,,,,,85100,,3,,,,,,,21000,,5,,,,,,,80000,,3,,,,,,,52050,,3,,,,,,,45300,,5,,,,,,,37250,,4,,,,,,,57800,,3
,Nimble 1,,,,,56050,DPS Value,Nim1 DPS,,Nimble 1,,,,,56050,DPS Value,Nim1 DPS,,Nimble 1,,,,,56050,DPS Value,Nim1 DPS,,Nimble 1,,,,,56050,DPS Value,Nim1 DPS,,Nimble 1,,,,,56050,DPS Value,Nim1 DPS,,Nimble 1,,,,,56050,DPS Value,Nim1 DPS,,Nimble 1,,,,,56050,DPS Value,Nim1 DPS,,Nimble 1,,,,,56050,DPS Value,Nim1 DPS,,Nimble 1,,,,,56050,DPS Value,Nim1 DPS,,Nimble 1,,,,,56050,DPS Value,Nim1 DPS,,Nimble 1,,,,,56050,DPS Value,Nim1 DPS
,Damage,5025,,Damage,107687,56050,328,83966.31579,,Damage,5722,,Damage,157942,56050,383,105558.4,,Damage,6625,,Damage,182239,56050,330,95915.36842,,Damage,3949,,Damage,56859,56050,300,59112.70799,,Damage,7454,,Damage,89462,56050,361,92078.25965,,Damage,1680,,Damage,24000,56050,223,23391.81287,,Damage,8615,,Damage,172298,56050,210,50379.64912,,Damage,5710,,Damage,78970,56050,177,27708.63158,,Damage,6460,,Damage,93294,56050,268,60619.88304,,Damage,6627,,Damage,38657,56050,152,22606.47719,,Damage,4418,,Damage,60747,56050,202,35057.03601
,Range ,25.3,,Range ,46.2,56050,,,,Range ,22.0,,Range ,25.6,56050,,,,Range ,23.1,,Range ,36.3,56050,,,,Range ,28.6,,Range ,44.0,56050,,,,Range ,18.7,,Range ,28.6,56050,,,,Range ,16.5,,Range ,23.1,56050,,,,Range ,19.8,,Range ,35.2,56050,,,,Range ,16.5,,Range ,24.2,56050,,,,Range ,17.6,,Range ,29.7,56050,,,,Range ,16.5,,Range ,33.0,56050,,,,Range ,18.7,,Range ,27.5,56050,,
,SPA,6.0,,SPA,5.1,56050,,,,SPA,5.1,,SPA,6.0,56050,,,,SPA,6.8,,SPA,8.6,56050,,,,SPA,5.1,,SPA,3.8,56050,,,,SPA,5.1,,SPA,6.4,56050,,,,SPA,6.0,,SPA,5.1,56050,,,,SPA,6.8,,SPA,10.3,56050,,,,SPA,5.1,,SPA,8.6,56050,,,,SPA,6.0,,SPA,7.7,56050,,,,SPA,6.0,,SPA,6.8,56050,,,,SPA,6.8,,SPA,7.8,56050,,
,,,,,,64050,,4,,,,,,,68850,,4,,,,,,,97000,,3,,,,,,,49200,,4,,,,,,,85100,,3,,,,,,,21000,,5,,,,,,,80000,,3,,,,,,,52050,,3,,,,,,,45300,,5,,,,,,,37250,,4,,,,,,,57800,,3
,Range 3,,,,,56050,DPS Value,Range 3 DPS,,Range 3,,,,,56050,DPS Value,Range 3 DPS,,Range 3,,,,,56050,DPS Value,Range 3 DPS,,Range 3,,,,,56050,DPS Value,Range 3 DPS,,Range 3,,,,,56050,DPS Value,Range 3 DPS,,Range 3,,,,,56050,DPS Value,Range 3 DPS,,Range 3,,,,,56050,DPS Value,Range 3 DPS,,Range 3,,,,,56050,DPS Value,Range 3 DPS,,Range 3,,,,,56050,DPS Value,Range 3 DPS,,Range 3,,,,,56050,DPS Value,Range 3 DPS,,Range 3,,,,,56050,DPS Value,Range 3 DPS
,Damage,5025,,Damage,107687,56050,311,79768,,Damage,5722,,Damage,157942,56050,364,100280.48,,Damage,6625,,Damage,182239,56050,235,91119.6,,Damage,3949,,Damage,56859,56050,285,56157.07259,,Damage,7454,,Damage,89462,56050,257,87474.34667,,Damage,1680,,Damage,24000,56050,265,22222.22222,,Damage,8615,,Damage,172298,56050,150,47860.66667,,Damage,5710,,Damage,78970,56050,126,26323.2,,Damage,6460,,Damage,93294,56050,318,57588.88889,,Damage,6627,,Damage,38657,56050,144,21476.15333,,Damage,4418,,Damage,60747,56050,144,33304.18421
,Range ,29.1,,Range ,53.1,56050,,,,Range ,25.3,,Range ,29.5,56050,,,,Range ,26.6,,Range ,41.7,56050,,,,Range ,32.9,,Range ,50.6,56050,,,,Range ,21.5,,Range ,32.9,56050,,,,Range ,19.0,,Range ,26.6,56050,,,,Range ,22.8,,Range ,40.5,56050,,,,Range ,19.0,,Range ,27.8,56050,,,,Range ,20.2,,Range ,34.2,56050,,,,Range ,19.0,,Range ,38.0,56050,,,,Range ,21.5,,Range ,31.6,56050,,
,SPA,6.3,,SPA,5.4,56050,,,,SPA,5.4,,SPA,6.3,56050,,,,SPA,7.2,,SPA,9.0,56050,,,,SPA,5.4,,SPA,4.1,56050,,,,SPA,5.4,,SPA,6.8,56050,,,,SPA,6.3,,SPA,5.4,56050,,,,SPA,7.2,,SPA,10.8,56050,,,,SPA,5.4,,SPA,9.0,56050,,,,SPA,6.3,,SPA,8.1,56050,,,,SPA,6.3,,SPA,7.2,56050,,,,SPA,7.2,,SPA,8.2,56050,,
,,,,,,64050,,4,,,,,,,68850,,4,,,,,,,97000,,3,,,,,,,49200,,4,,,,,,,85100,,3,,,,,,,21000,,5,,,,,,,80000,,3,,,,,,,52050,,3,,,,,,,45300,,5,,,,,,,37250,,4,,,,,,,57800,,3
,Range 2,,,,,56050,DPS Value,Range 2 DPS,,Range 2,,,,,56050,DPS Value,Range 2 DPS,,Range 2,,,,,56050,DPS Value,Range 2 DPS,,Range 2,,,,,56050,DPS Value,Range 2 DPS,,Range 2,,,,,56050,DPS Value,Range 2 DPS,,Range 2,,,,,56050,DPS Value,Range 2 DPS,,Range 2,,,,,56050,DPS Value,Range 2 DPS,,Range 2,,,,,56050,DPS Value,Range 2 DPS,,Range 2,,,,,56050,DPS Value,Range 2 DPS,,Range 2,,,,,56050,DPS Value,Range 2 DPS,,Range 2,,,,,56050,DPS Value,Range 2 DPS
,Damage,5025,,Damage,107687,56050,311,79768,,Damage,5722,,Damage,157942,56050,364,100280.48,,Damage,6625,,Damage,182239,56050,313,91119.6,,Damage,3949,,Damage,56859,56050,285,56157.07259,,Damage,7454,,Damage,89462,56050,343,87474.34667,,Damage,1680,,Damage,24000,56050,212,22222.22222,,Damage,8615,,Damage,172298,56050,199,47860.66667,,Damage,5710,,Damage,78970,56050,169,26323.2,,Damage,6460,,Damage,93294,56050,254,57588.88889,,Damage,6627,,Damage,38657,56050,144,21476.15333,,Damage,4418,,Damage,60747,56050,192,33304.18421
,Range ,28.5,,Range ,52.0,56050,,,,Range ,24.8,,Range ,28.8,56050,,,,Range ,26.0,,Range ,40.8,56050,,,,Range ,32.2,,Range ,49.5,56050,,,,Range ,21.0,,Range ,32.2,56050,,,,Range ,18.6,,Range ,26.0,56050,,,,Range ,22.3,,Range ,39.6,56050,,,,Range ,18.6,,Range ,27.2,56050,,,,Range ,19.8,,Range ,33.4,56050,,,,Range ,18.6,,Range ,37.1,56050,,,,Range ,21.0,,Range ,30.9,56050,,
,SPA,6.3,,SPA,5.4,56050,,,,SPA,5.4,,SPA,6.3,56050,,,,SPA,7.2,,SPA,9.0,56050,,,,SPA,5.4,,SPA,4.1,56050,,,,SPA,5.4,,SPA,6.8,56050,,,,SPA,6.3,,SPA,5.4,56050,,,,SPA,7.2,,SPA,10.8,56050,,,,SPA,5.4,,SPA,9.0,56050,,,,SPA,6.3,,SPA,8.1,56050,,,,SPA,6.3,,SPA,7.2,56050,,,,SPA,7.2,,SPA,8.2,56050,,
,,,,,,64050,,4,,,,,,,68850,,4,,,,,,,97000,,3,,,,,,,49200,,4,,,,,,,85100,,3,,,,,,,21000,,5,,,,,,,80000,,3,,,,,,,52050,,3,,,,,,,45300,,5,,,,,,,37250,,4,,,,,,,57800,,3
,Range 1,,,,,56050,DPS Value,Range 1 DPS,,Range 1,,,,,56050,DPS Value,Range 1 DPS,,Range 1,,,,,56050,DPS Value,Range 1 DPS,,Range 1,,,,,56050,DPS Value,Range 1 DPS,,Range 1,,,,,56050,DPS Value,Range 1 DPS,,Range 1,,,,,56050,DPS Value,Range 1 DPS,,Range 1,,,,,56050,DPS Value,Range 1 DPS,,Range 1,,,,,56050,DPS Value,Range 1 DPS,,Range 1,,,,,56050,DPS Value,Range 1 DPS,,Range 1,,,,,56050,DPS Value,Range 1 DPS,,Range 1,,,,,56050,DPS Value,Range 1 DPS
,Damage,5025,,Damage,107687,56050,311,79768,,Damage,5722,,Damage,157942,56050,364,100280.48,,Damage,6625,,Damage,182239,56050,313,91119.6,,Damage,3949,,Damage,56859,56050,285,56157.07259,,Damage,7454,,Damage,89462,56050,343,87474.34667,,Damage,1680,,Damage,24000,56050,212,22222.22222,,Damage,8615,,Damage,172298,56050,199,47860.66667,,Damage,5710,,Damage,78970,56050,169,26323.2,,Damage,6460,,Damage,93294,56050,254,57588.88889,,Damage,6627,,Damage,38657,56050,144,21476.15333,,Damage,4418,,Damage,60747,56050,192,33304.18421
,Range ,27.8,,Range ,50.8,56050,,,,Range ,24.2,,Range ,28.2,56050,,,,Range ,25.4,,Range ,39.9,56050,,,,Range ,31.5,,Range ,48.4,56050,,,,Range ,20.6,,Range ,31.5,56050,,,,Range ,18.2,,Range ,25.4,56050,,,,Range ,21.8,,Range ,38.7,56050,,,,Range ,18.2,,Range ,26.6,56050,,,,Range ,19.4,,Range ,32.7,56050,,,,Range ,18.2,,Range ,36.3,56050,,,,Range ,20.6,,Range ,30.3,56050,,
,SPA,6.3,,SPA,5.4,56050,,,,SPA,5.4,,SPA,6.3,56050,,,,SPA,7.2,,SPA,9.0,56050,,,,SPA,5.4,,SPA,4.1,56050,,,,SPA,5.4,,SPA,6.8,56050,,,,SPA,6.3,,SPA,5.4,56050,,,,SPA,7.2,,SPA,10.8,56050,,,,SPA,5.4,,SPA,9.0,56050,,,,SPA,6.3,,SPA,8.1,56050,,,,SPA,6.3,,SPA,7.2,56050,,,,SPA,7.2,,SPA,8.2,56050,,
,,,,,,56050,,,,,,,,,56050,,,,,,,,,56050,,,,,,,,,56050,,,,,,,,,56050,,,,,,,,,56050,,,,,,,,,56050,,,,,,,,,56050,,,,,,,,,56050,,,,,,,,,56050,,,,,,,,,56050,,
,,,,,,,,,,,,,,,,,,,Unique Endeavor DPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DMG,,,Burn DMG,,, DPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,728957,,,74718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,211458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Attacks,SPA,Burn Time,,Ticks,,200% DPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1,0,9,,10,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2,7.2,10,,10,,627146,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3,14.4,10,,10,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4,21.6,10,,10,,300% DPS,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5,28.8,10,,10,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6,36,10,,10,,1247063,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,7,43.2,10,,10,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,8,50.4,10,,9,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,9,57.6,10,,3,,Dmg,Burn,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1457914,298872,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2186870,672463,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Aoe DPS,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,100%,4905831,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,200%,15176929,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,82,,300%,30178921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
